tool	parameters	description	errors_05	errors_10	errors_15	errors_20	total_errors
FMLRC2	-k 21 59 -m 5 -f 0.1	defaults	1494	765	253	2	2514
FMLRC2	-k 21 59 80 -m 0 -f 0.1	eukaryote mode	18	18	5	4	45
FMLRC2	-k 20 61 76 -m 3 -f 0.0	random	3431	552	25	4	4012
FMLRC2	-k 19 79 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 87 -m 17 -f 0.04	random	135	467	75	535	1212
FMLRC2	-k 81 -m 0 -f 0.1	mutated	18	18	18	18	72
FMLRC2	-k 63 84 93 -m 32 -f 0.0	random	18	705	501	742	1966
FMLRC2	-k 21 77 -m 1 -f 0.1	mutated	1028	69	7	2	1106
FMLRC2	-k 30 59 91 -m 4 -f 0.95	random	420	393	144	286	1243
FMLRC2	-k 75 -m 13 -f 0.57	random	248	645	498	194	1585
FMLRC2	-k 20 79 -m 0 -f 0.07	mutated	18	18	18	4	58
FMLRC2	-k 24 33 -m 17 -f 0.33	random	394	533	841	455	2223
FMLRC2	-k 19 80 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 9 23 34 -m 12 -f 0.58	random	31374	28144	19576	10196	89290
FMLRC2	-k 60 -m 33 -f 0.14	random	18	705	85	94	902
FMLRC2	-k 80 -m 0 -f 0.05	random	18	18	18	18	72
FMLRC2	-k 36 58 96 -m 2 -f 0.01	random	203	23	3	0	229
FMLRC2	-k 19 -m 1 -f 0.08	mutated	2139	81	5	4	2229
FMLRC2	-k 35 -m 3 -f 0.03	random	204	18	4	1	227
FMLRC2	-k 19 81 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 23 86 -m 31 -f 0.5	random	189	404	696	971	2260
FMLRC2	-k 19 70 81 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 24 50 -m 0 -f 0.75	random	609	240	322	319	1490
FMLRC2	-k 69 81 -m 0 -f 0.1	mutated	18	18	18	18	72
FMLRC2	-k 33 -m 7 -f 0.08	random	247	299	43	13	602
FMLRC2	-k 17 72 81 -m 1 -f 0.1	mutated	5842	235	49	2	6128
FMLRC2	-k 18 71 -m 36 -f 0.06	random	194	259	713	1169	2335
FMLRC2	-k 19 70 82 -m 0 -f 0.14	mutated	18	81	5	0	104
FMLRC2	-k 73 98 -m 17 -f 0.8	random	134	666	101	727	1628
FMLRC2	-k 18 70 83 -m 0 -f 0.1	mutated	18	18	40	5	81
FMLRC2	-k 94 -m 0 -f 0.01	random	18	18	18	18	72
FMLRC2	-k 38 68 99 -m 1 -f 0.0	random	581	52	7	2	642
FMLRC2	-k 19 70 81 -m 1 -f 0.07	mutated	2498	108	8	2	2616
FMLRC2	-k 9 81 -m 0 -f 0.48	random	23215	23366	23744	23816	94141
FMLRC2	-k 19 70 82 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 12 55 58 -m 3 -f 0.12	random	4309	272	33	12	4626
FMLRC2	-k 25 -m 16 -f 0.15	random	226	182	342	297	1047
FMLRC2	-k 14 34 -m 25 -f 0.01	random	2128	12154	23246	34322	71850
FMLRC2	-k 19 70 82 -m 0 -f 0.18	mutated	18	81	59	0	158
FMLRC2	-k 72 92 -m 10 -f 0.73	random	210	1080	217	83	1590
FMLRC2	-k 19 70 84 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 11 94 95 -m 4 -f 0.11	random	1501	209	47	44	1801
FMLRC2	-k 19 70 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 10 -m 2 -f 0.0	random	45	18	18	18	99
FMLRC2	-k 25 79 -m 1 -f 0.09	random	563	35	8	2	608
FMLRC2	-k 19 69 -m 0 -f 0.1	mutated	18	18	5	4	45
FMLRC2	-k 31 -m 32 -f 0.0	random	194	91	252	200	737
FMLRC2	-k 9 75 -m 0 -f 0.87	random	46507	45892	46095	46961	185455
FMLRC2	-k 17 33 66 -m 0 -f 0.03	random	18	18	18	18	72
FMLRC2	-k 19 69 -m 0 -f 0.03	mutated	18	18	18	18	72
FMLRC2	-k 27 -m 0 -f 0.19	random	18	17	2	0	37
FMLRC2	-k 28 -m 1 -f 0.19	mutated	411	17	5	0	433
FMLRC2	-k 99 -m 31 -f 0.37	random	18	18	18	1099	1153
FMLRC2	-k 27 -m 1 -f 0.19	mutated	414	17	2	0	433
FMLRC2	-k 17 55 67 -m 5 -f 0.25	random	34670	14777	2642	212	52301
FMLRC2	-k 49 87 -m 2 -f 0.01	random	135	13	2	0	150
FMLRC2	-k 51 -m 51 -f 0.17	random	18	18	18	471	525
FMLRC2	-k 52 59 -m 62 -f 0.03	random	18	18	18	18	72
FMLRC2	-k 42 -m 51 -f 0.3	random	18	18	469	430	935
FMLRC2	-k 29 -m 0 -f 0.11	mutated	18	18	5	1	42
FMLRC2	-k 69 -m 3 -f 0.11	random	100	54	6	6	166
FMLRC2	-k 13 70 75 -m 20 -f 0.59	random	18180	30864	30279	26022	105345
FMLRC2	-k 13 26 -m 0 -f 0.01	random	18	18	18	18	72
FMLRC2	-k 28 -m 0 -f 0.19	mutated	18	17	5	0	40
FMLRC2	-k 22 -m 6 -f 0.23	random	482	589	165	5	1241
FMLRC2	-k 26 -m 0 -f 0.27	mutated	18	20	2	1	41
FMLRC2	-k 16 -m 12 -f 0.0	random	1803	35565	42530	18956	98854
FMLRC2	-k 26 -m 0 -f 0.19	mutated	18	20	2	0	40
FMLRC2	-k 10 23 55 -m 1 -f 0.02	random	670	30	6	1	707
FMLRC2	-k 10 98 -m 15 -f 0.0	random	4570	1110	191	607	6478
FMLRC2	-k 29 -m 0 -f 0.19	mutated	18	17	5	0	40
FMLRC2	-k 31 56 -m 4 -f 0.0	random	364	185	10	2	561
FMLRC2	-k 13 54 -m 10 -f 0.16	random	42001	27775	9495	2417	81688
FMLRC2	-k 28 -m 48 -f 0.67	random	18	18	131	44	211
FMLRC2	-k 79 85 99 -m 0 -f 0.03	random	18	18	18	18	72
FMLRC2	-k 19 38 85 -m 37 -f 0.0	random	264	875	364	924	2427
FMLRC2	-k 27 -m 0 -f 0.09	mutated	18	18	18	1	55
FMLRC2	-k 16 68 -m 0 -f 0.04	random	18	18	18	18	72
FMLRC2	-k 27 -m 0 -f 0.13	mutated	18	18	5	1	42
FMLRC2	-k 26 35 53 -m 14 -f 0.87	random	478	722	1083	618	2901
FMLRC2	-k 24 47 83 -m 1 -f 0.02	random	695	40	9	1	745
FMLRC2	-k 28 38 52 -m 7 -f 0.58	random	637	543	93	43	1316
FMLRC2	-k 74 -m 5 -f 0.06	random	89	86	59	10	244
FMLRC2	-k 25 -m 1 -f 0.19	mutated	438	20	2	0	460
FMLRC2	-k 30 80 92 -m 0 -f 0.01	random	18	18	18	18	72
FMLRC2	-k 26 63 -m 0 -f 0.19	mutated	18	20	2	0	40
FMLRC2	-k 38 -m 0 -f 0.07	random	18	18	18	18	72
FMLRC2	-k 27 -m 0 -f 0.18	mutated	18	17	5	0	40
FMLRC2	-k 9 45 91 -m 3 -f 0.06	random	244	91	10	1	346
FMLRC2	-k 27 52 79 -m 34 -f 0.02	random	194	673	622	656	2145
FMLRC2	-k 27 -m 0 -f 0.21	mutated	18	17	2	0	37
FMLRC2	-k 11 18 30 -m 19 -f 0.41	random	31685	17580	14612	17427	81304
FMLRC2	-k 65 -m 11 -f 0.03	random	203	604	198	186	1191
FMLRC2	-k 27 41 -m 8 -f 0.05	random	554	728	145	47	1474
FMLRC2	-k 9 65 -m 11 -f 0.98	random	50436	50147	48546	47403	196532
FMLRC2	-k 16 27 -m 1 -f 0.21	mutated	8985	210	189	18	9402
FMLRC2	-k 20 -m 0 -f 0.41	random	1247	426	92	34	1799
FMLRC2	-k 27 -m 0 -f 0.16	mutated	18	17	5	0	40
FMLRC2	-k 10 59 90 -m 30 -f 0.01	random	19846	5145	1806	877	27674
FMLRC2	-k 55 -m 1 -f 0.5	random	310	11	7	5	333
FMLRC2	-k 24 -m 3 -f 0.13	random	453	70	1	1	525
FMLRC2	-k 26 -m 0 -f 0.21	mutated	18	20	2	0	40
FMLRC2	-k 14 38 -m 11 -f 0.12	random	29848	49006	24873	7458	111185
FMLRC2	-k 27 -m 0 -f 0.26	mutated	18	17	2	1	38
FMLRC2	-k 22 26 83 -m 1 -f 0.02	random	826	45	9	1	881
FMLRC2	-k 25 -m 0 -f 0.21	mutated	18	20	2	0	40
FMLRC2	-k 43 81 -m 2 -f 0.47	random	154	8	13	4	179
FMLRC2	-k 27 -m 0 -f 0.17	mutated	18	17	5	0	40
FMLRC2	-k 12 25 -m 32 -f 0.7	random	25784	37639	37090	33795	134308
FMLRC2	-k 81 -m 0 -f 0.49	random	18	33	8	5	64
FMLRC2	-k 32 -m 17 -f 0.32	random	337	157	551	377	1422
FMLRC2	-k 28 -m 0 -f 0.21	mutated	18	17	2	0	37
FMLRC2	-k 49 -m 28 -f 0.11	random	18	136	80	79	313
FMLRC2	-k 30 -m 1 -f 0.21	mutated	396	17	2	0	415
FMLRC2	-k 24 31 78 -m 11 -f 0.28	random	470	1686	777	512	3445
FMLRC2	-k 77 93 -m 43 -f 0.03	random	18	18	18	698	752
FMLRC2	-k 33 52 -m 16 -f 0.0	random	468	878	813	441	2600
FMLRC2	-k 46 95 -m 0 -f 0.01	random	18	18	18	18	72
FMLRC2	-k 26 -m 1 -f 0.21	mutated	433	20	2	0	455
FMLRC2	-k 91 94 -m 10 -f 0.0	random	213	393	129	33	768
FMLRC2	-k 33 48 48 -m 3 -f 0.0	random	462	66	9	1	538
FMLRC2	-k 19 -m 3 -f 0.34	random	6588	1015	330	117	8050
FMLRC2	-k 10 34 -m 35 -f 0.87	random	51200	47802	44752	43026	186780
FMLRC2	-k 30 -m 0 -f 0.25	mutated	18	17	2	1	38
FMLRC2	-k 19 -m 0 -f 0.1	random	18	18	5	4	45
FMLRC2	-k 15 16 17 -m 0 -f 0.0	random	18	18	18	18	72
FMLRC2	-k 28 -m 0 -f 0.11	mutated	18	18	5	1	42
FMLRC2	-k 15 25 99 -m 45 -f 0.13	random	166	831	8095	11478	20570
FMLRC2	-k 30 -m 0 -f 0.21	mutated	18	17	2	0	37
FMLRC2	-k 58 65 78 -m 1 -f 0.07	random	425	47	8	2	482
FMLRC2	-k 29 -m 1 -f 0.27	mutated	404	17	2	1	424
FMLRC2	-k 32 88 -m 29 -f 0.0	random	189	102	665	615	1571
FMLRC2	-k 16 -m 13 -f 0.1	random	1278	26165	46424	25229	99096
FMLRC2	-k 30 -m 0 -f 0.19	mutated	18	17	5	0	40
FMLRC2	-k 76 90 -m 10 -f 0.02	random	210	1067	273	174	1724
FMLRC2	-k 13 -m 6 -f 0.77	random	44196	27597	20224	15838	107855
FMLRC2	-k 32 -m 0 -f 0.29	mutated	18	15	1	1	35
FMLRC2	-k 12 22 35 -m 52 -f 0.3	random	15948	34045	40635	35567	126195
FMLRC2	-k 35 -m 1 -f 0.01	random	387	15	5	1	408
FMLRC2	-k 39 49 -m 10 -f 0.08	random	220	460	358	169	1207
FMLRC2	-k 11 44 73 -m 0 -f 0.75	random	4369	4042	2494	3045	13950
FMLRC2	-k 32 41 -m 0 -f 0.29	mutated	18	15	1	2	36
FMLRC2	-k 26 78 80 -m 25 -f 0.11	random	192	1317	368	499	2376
FMLRC2	-k 32 -m 0 -f 0.3	mutated	18	15	0	1	34
FMLRC2	-k 15 -m 8 -f 0.0	random	49120	44724	13077	2671	109592
FMLRC2	-k 16 82 -m 5 -f 0.0	random	61037	16198	2648	293	80176
FMLRC2	-k 33 -m 1 -f 0.3	mutated	386	15	0	1	402
FMLRC2	-k 24 53 -m 1 -f 0.07	random	587	26	6	1	620
FMLRC2	-k 26 -m 2 -f 0.4	random	150	18	4	2	174
FMLRC2	-k 35 51 -m 55 -f 0.02	random	18	18	323	555	914
FMLRC2	-k 41 -m 0 -f 0.84	random	109	148	55	139	451
FMLRC2	-k 32 -m 1 -f 0.23	mutated	389	15	1	0	405
FMLRC2	-k 90 -m 39 -f 0.38	random	18	18	18	18	72
FMLRC2	-k 26 91 94 -m 0 -f 0.19	random	18	20	2	0	40
FMLRC2	-k 16 52 90 -m 2 -f 0.2	random	19554	1043	151	23	20771
FMLRC2	-k 30 -m 0 -f 0.3	mutated	18	8	0	2	28
FMLRC2	-k 43 46 -m 5 -f 0.28	random	409	219	15	4	647
FMLRC2	-k 57 86 -m 14 -f 0.23	random	308	366	776	372	1822
FMLRC2	-k 12 -m 5 -f 0.59	random	21012	12417	9725	10302	53456
FMLRC2	-k 88 -m 0 -f 0.33	random	18	18	13	8	57
FMLRC2	-k 34 -m 62 -f 0.18	random	18	18	18	335	389
FMLRC2	-k 16 30 -m 0 -f 0.3	mutated	6204	1344	598	166	8312
FMLRC2	-k 46 81 -m 23 -f 0.15	random	189	790	250	109	1338
FMLRC2	-k 31 -m 0 -f 0.26	mutated	18	16	2	1	37
FMLRC2	-k 16 27 -m 10 -f 0.0	random	7195	68801	45382	13528	134906
FMLRC2	-k 28 -m 0 -f 0.3	mutated	18	6	0	2	26
FMLRC2	-k 13 99 -m 10 -f 0.91	random	32745	34987	29412	25456	122600
FMLRC2	-k 29 -m 0 -f 0.35	mutated	404	7	0	2	413
FMLRC2	-k 11 61 74 -m 11 -f 0.64	random	34866	26604	19393	15964	96827
FMLRC2	-k 10 22 22 -m 10 -f 0.34	random	12277	8760	5059	2064	28160
FMLRC2	-k 26 32 52 -m 48 -f 0.0	random	18	18	641	481	1158
FMLRC2	-k 28 67 -m 0 -f 0.3	mutated	18	33	2	2	55
FMLRC2	-k 18 49 -m 14 -f 0.15	random	395	2215	9596	11416	23622
FMLRC2	-k 28 -m 0 -f 0.28	mutated	18	17	2	1	38
FMLRC2	-k 22 41 65 -m 1 -f 0.06	random	795	39	6	1	841
