"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"3874","ATCC_19119_Listeria_ivanovii",43.1,4,4,0,0,6,3,1,3,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3875","ATCC_25922_Escherichia_coli",43.1,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3876","ATCC_33560_Campylobacter_jejuni",43.1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3877","ATCC_35221_Campylobacter_lari",43.1,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3878","ATCC_35897_Listeria_welshimeri",43.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3879","ATCC_BAA-679_Listeria_monocytogenes",43.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3880","ATCC_10708_Salmonella_enterica",43.2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3881","ATCC_14035_Vibrio_cholerae",43.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3882","ATCC_17802_Vibrio_parahaemolyticus",43.2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3883","ATCC_19119_Listeria_ivanovii",43.2,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3884","ATCC_25922_Escherichia_coli",43.2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3885","ATCC_33560_Campylobacter_jejuni",43.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3886","ATCC_35221_Campylobacter_lari",43.2,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3887","ATCC_35897_Listeria_welshimeri",43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3888","ATCC_BAA-679_Listeria_monocytogenes",43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3889","ATCC_10708_Salmonella_enterica",43.3,1,1,1,1,3,2,1,2,1,1,1,1,1,1,1,1,8,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3890","ATCC_14035_Vibrio_cholerae",43.3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3891","ATCC_17802_Vibrio_parahaemolyticus",43.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3892","ATCC_19119_Listeria_ivanovii",43.3,4,4,0,0,1,12,0,0,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3893","ATCC_25922_Escherichia_coli",43.3,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3894","ATCC_33560_Campylobacter_jejuni",43.3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3895","ATCC_35221_Campylobacter_lari",43.3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3896","ATCC_35897_Listeria_welshimeri",43.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3897","ATCC_BAA-679_Listeria_monocytogenes",43.3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3898","ATCC_10708_Salmonella_enterica",43.4,1,1,1,1,3,1,5,1,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3899","ATCC_14035_Vibrio_cholerae",43.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3900","ATCC_17802_Vibrio_parahaemolyticus",43.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3901","ATCC_19119_Listeria_ivanovii",43.4,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3902","ATCC_25922_Escherichia_coli",43.4,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3903","ATCC_33560_Campylobacter_jejuni",43.4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3904","ATCC_35221_Campylobacter_lari",43.4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3905","ATCC_35897_Listeria_welshimeri",43.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3906","ATCC_BAA-679_Listeria_monocytogenes",43.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3907","ATCC_10708_Salmonella_enterica",43.5,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3908","ATCC_14035_Vibrio_cholerae",43.5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3909","ATCC_17802_Vibrio_parahaemolyticus",43.5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3910","ATCC_19119_Listeria_ivanovii",43.5,1,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3911","ATCC_25922_Escherichia_coli",43.5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3912","ATCC_33560_Campylobacter_jejuni",43.5,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3913","ATCC_35221_Campylobacter_lari",43.5,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3914","ATCC_35897_Listeria_welshimeri",43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3915","ATCC_BAA-679_Listeria_monocytogenes",43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3916","ATCC_10708_Salmonella_enterica",43.6,1,1,1,1,4,4,3,2,1,1,1,1,1,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3917","ATCC_14035_Vibrio_cholerae",43.6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3918","ATCC_17802_Vibrio_parahaemolyticus",43.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3919","ATCC_19119_Listeria_ivanovii",43.6,1,1,0,1,3,6,0,0,0,1,0,1,0,1,0,1,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3920","ATCC_25922_Escherichia_coli",43.6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3921","ATCC_33560_Campylobacter_jejuni",43.6,0,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3922","ATCC_35221_Campylobacter_lari",43.6,3,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3923","ATCC_35897_Listeria_welshimeri",43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3924","ATCC_BAA-679_Listeria_monocytogenes",43.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3925","ATCC_10708_Salmonella_enterica",43.7,1,1,0,1,6,4,5,1,0,1,0,1,0,1,0,1,2,3,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3926","ATCC_14035_Vibrio_cholerae",43.7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3927","ATCC_17802_Vibrio_parahaemolyticus",43.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3928","ATCC_19119_Listeria_ivanovii",43.7,3,3,0,0,1,3,0,3,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3929","ATCC_25922_Escherichia_coli",43.7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3930","ATCC_33560_Campylobacter_jejuni",43.7,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3931","ATCC_35221_Campylobacter_lari",43.7,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3932","ATCC_35897_Listeria_welshimeri",43.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3933","ATCC_BAA-679_Listeria_monocytogenes",43.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3934","ATCC_10708_Salmonella_enterica",43.8,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3935","ATCC_14035_Vibrio_cholerae",43.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3936","ATCC_17802_Vibrio_parahaemolyticus",43.8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3937","ATCC_19119_Listeria_ivanovii",43.8,3,3,0,0,1,3,0,3,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3938","ATCC_25922_Escherichia_coli",43.8,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3939","ATCC_33560_Campylobacter_jejuni",43.8,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3940","ATCC_35221_Campylobacter_lari",43.8,4,4,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3941","ATCC_35897_Listeria_welshimeri",43.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3942","ATCC_BAA-679_Listeria_monocytogenes",43.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3943","ATCC_10708_Salmonella_enterica",43.9,1,1,1,1,3,5,2,1,1,1,1,1,1,1,1,1,3,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3944","ATCC_14035_Vibrio_cholerae",43.9,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3945","ATCC_17802_Vibrio_parahaemolyticus",43.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3946","ATCC_19119_Listeria_ivanovii",43.9,3,3,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3947","ATCC_25922_Escherichia_coli",43.9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3948","ATCC_33560_Campylobacter_jejuni",43.9,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3949","ATCC_35221_Campylobacter_lari",43.9,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3950","ATCC_35897_Listeria_welshimeri",43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3951","ATCC_BAA-679_Listeria_monocytogenes",43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3952","ATCC_10708_Salmonella_enterica",44,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3953","ATCC_14035_Vibrio_cholerae",44,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3954","ATCC_17802_Vibrio_parahaemolyticus",44,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3955","ATCC_19119_Listeria_ivanovii",44,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,5,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3956","ATCC_25922_Escherichia_coli",44,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3957","ATCC_33560_Campylobacter_jejuni",44,0,0,1,0,4,0,2,0,1,0,1,0,1,0,1,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3958","ATCC_35221_Campylobacter_lari",44,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3959","ATCC_35897_Listeria_welshimeri",44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3960","ATCC_BAA-679_Listeria_monocytogenes",44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3961","ATCC_10708_Salmonella_enterica",44.1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3962","ATCC_14035_Vibrio_cholerae",44.1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3963","ATCC_17802_Vibrio_parahaemolyticus",44.1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
