"","genome","depth","Polypolish","Polypolish-careful","pypolca","pypolca-careful","HyPo","FMLRC2","NextPolish","Pilon","Polypolish+pypolca","Polypolish-careful+pypolca-careful","Polypolish-careful+pypolca","Polypolish+pypolca-careful","pypolca+Polypolish","pypolca-careful+Polypolish-careful","pypolca+Polypolish-careful","pypolca-careful+Polypolish","Hapo-G","before_polish","Polypolish_overall_decreased_accuracy","Polypolish-careful_overall_decreased_accuracy","pypolca_overall_decreased_accuracy","pypolca-careful_overall_decreased_accuracy","HyPo_overall_decreased_accuracy","FMLRC2_overall_decreased_accuracy","NextPolish_overall_decreased_accuracy","Pilon_overall_decreased_accuracy","Hapo-G_overall_decreased_accuracy","Polypolish+pypolca_overall_decreased_accuracy","Polypolish-careful+pypolca-careful_overall_decreased_accuracy","Polypolish-careful+pypolca_overall_decreased_accuracy","Polypolish+pypolca-careful_overall_decreased_accuracy","pypolca+Polypolish_overall_decreased_accuracy","pypolca-careful+Polypolish-careful_overall_decreased_accuracy","pypolca-careful+Polypolish_overall_decreased_accuracy","pypolca+Polypolish-careful_overall_decreased_accuracy"
"3784","ATCC_19119_Listeria_ivanovii",42.1,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3785","ATCC_25922_Escherichia_coli",42.1,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3786","ATCC_33560_Campylobacter_jejuni",42.1,0,0,1,0,3,1,1,1,1,0,1,0,1,0,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3787","ATCC_35221_Campylobacter_lari",42.1,4,4,0,0,1,3,1,3,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3788","ATCC_35897_Listeria_welshimeri",42.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3789","ATCC_BAA-679_Listeria_monocytogenes",42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3790","ATCC_10708_Salmonella_enterica",42.2,1,1,1,1,9,2,1,1,1,1,1,1,1,1,1,1,7,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3791","ATCC_14035_Vibrio_cholerae",42.2,0,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3792","ATCC_17802_Vibrio_parahaemolyticus",42.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3793","ATCC_19119_Listeria_ivanovii",42.2,3,3,0,0,1,7,0,0,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3794","ATCC_25922_Escherichia_coli",42.2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3795","ATCC_33560_Campylobacter_jejuni",42.2,0,0,1,1,2,0,1,0,1,1,1,1,1,1,1,1,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3796","ATCC_35221_Campylobacter_lari",42.2,4,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3797","ATCC_35897_Listeria_welshimeri",42.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3798","ATCC_BAA-679_Listeria_monocytogenes",42.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3799","ATCC_10708_Salmonella_enterica",42.3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3800","ATCC_14035_Vibrio_cholerae",42.3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3801","ATCC_17802_Vibrio_parahaemolyticus",42.3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3802","ATCC_19119_Listeria_ivanovii",42.3,3,3,0,0,3,4,0,80,0,0,0,0,0,0,0,0,9,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3803","ATCC_25922_Escherichia_coli",42.3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3804","ATCC_33560_Campylobacter_jejuni",42.3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3805","ATCC_35221_Campylobacter_lari",42.3,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3806","ATCC_35897_Listeria_welshimeri",42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3807","ATCC_BAA-679_Listeria_monocytogenes",42.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3808","ATCC_10708_Salmonella_enterica",42.4,1,1,1,1,4,3,9,1,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3809","ATCC_14035_Vibrio_cholerae",42.4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3810","ATCC_17802_Vibrio_parahaemolyticus",42.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3811","ATCC_19119_Listeria_ivanovii",42.4,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3812","ATCC_25922_Escherichia_coli",42.4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3813","ATCC_33560_Campylobacter_jejuni",42.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3814","ATCC_35221_Campylobacter_lari",42.4,3,3,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3815","ATCC_35897_Listeria_welshimeri",42.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3816","ATCC_BAA-679_Listeria_monocytogenes",42.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3817","ATCC_10708_Salmonella_enterica",42.5,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3818","ATCC_14035_Vibrio_cholerae",42.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3819","ATCC_17802_Vibrio_parahaemolyticus",42.5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3820","ATCC_19119_Listeria_ivanovii",42.5,3,3,0,0,4,7,0,3,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3821","ATCC_25922_Escherichia_coli",42.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3822","ATCC_33560_Campylobacter_jejuni",42.5,0,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3823","ATCC_35221_Campylobacter_lari",42.5,3,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3824","ATCC_35897_Listeria_welshimeri",42.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3825","ATCC_BAA-679_Listeria_monocytogenes",42.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3826","ATCC_10708_Salmonella_enterica",42.6,1,1,1,1,5,3,1,4,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3827","ATCC_14035_Vibrio_cholerae",42.6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3828","ATCC_17802_Vibrio_parahaemolyticus",42.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3829","ATCC_19119_Listeria_ivanovii",42.6,3,3,0,0,6,4,0,3,0,0,0,0,0,0,0,0,5,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3830","ATCC_25922_Escherichia_coli",42.6,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3831","ATCC_33560_Campylobacter_jejuni",42.6,0,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3832","ATCC_35221_Campylobacter_lari",42.6,4,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3833","ATCC_35897_Listeria_welshimeri",42.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3834","ATCC_BAA-679_Listeria_monocytogenes",42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3835","ATCC_10708_Salmonella_enterica",42.7,1,1,3,1,2,3,6,1,3,1,3,1,3,1,3,1,1,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3836","ATCC_14035_Vibrio_cholerae",42.7,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3837","ATCC_17802_Vibrio_parahaemolyticus",42.7,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3838","ATCC_19119_Listeria_ivanovii",42.7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3839","ATCC_25922_Escherichia_coli",42.7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3840","ATCC_33560_Campylobacter_jejuni",42.7,2,2,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3841","ATCC_35221_Campylobacter_lari",42.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3842","ATCC_35897_Listeria_welshimeri",42.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3843","ATCC_BAA-679_Listeria_monocytogenes",42.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3844","ATCC_10708_Salmonella_enterica",42.8,1,1,1,1,4,2,5,3,1,1,1,1,1,1,1,1,6,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3845","ATCC_14035_Vibrio_cholerae",42.8,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3846","ATCC_17802_Vibrio_parahaemolyticus",42.8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3847","ATCC_19119_Listeria_ivanovii",42.8,0,0,0,0,1,3,1,3,0,0,0,0,0,0,0,0,2,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3848","ATCC_25922_Escherichia_coli",42.8,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3849","ATCC_33560_Campylobacter_jejuni",42.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3850","ATCC_35221_Campylobacter_lari",42.8,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3851","ATCC_35897_Listeria_welshimeri",42.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3852","ATCC_BAA-679_Listeria_monocytogenes",42.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3853","ATCC_10708_Salmonella_enterica",42.9,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3854","ATCC_14035_Vibrio_cholerae",42.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3855","ATCC_17802_Vibrio_parahaemolyticus",42.9,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,0,4,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3856","ATCC_19119_Listeria_ivanovii",42.9,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3857","ATCC_25922_Escherichia_coli",42.9,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,3,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3858","ATCC_33560_Campylobacter_jejuni",42.9,2,2,2,0,9,1,2,0,2,0,2,0,2,0,2,0,2,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3859","ATCC_35221_Campylobacter_lari",42.9,3,4,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3860","ATCC_35897_Listeria_welshimeri",42.9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3861","ATCC_BAA-679_Listeria_monocytogenes",42.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3862","ATCC_10708_Salmonella_enterica",43,1,1,1,1,4,2,4,1,1,1,1,1,1,1,1,1,4,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3863","ATCC_14035_Vibrio_cholerae",43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3864","ATCC_17802_Vibrio_parahaemolyticus",43,0,0,1,0,7,6,5,0,1,0,1,0,1,0,1,0,5,2,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3865","ATCC_19119_Listeria_ivanovii",43,1,1,0,0,1,3,0,3,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3866","ATCC_25922_Escherichia_coli",43,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3867","ATCC_33560_Campylobacter_jejuni",43,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3868","ATCC_35221_Campylobacter_lari",43,3,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3869","ATCC_35897_Listeria_welshimeri",43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3870","ATCC_BAA-679_Listeria_monocytogenes",43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3871","ATCC_10708_Salmonella_enterica",43.1,1,1,2,1,5,2,2,1,2,1,2,1,2,1,2,1,5,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3872","ATCC_14035_Vibrio_cholerae",43.1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"3873","ATCC_17802_Vibrio_parahaemolyticus",43.1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
